success,completion_time,min_obs_distance,min_agent_distance,collisions,control_cost,control_smoothness,input_saturation_ratio,max_angle_gap_deg,radius_variance,mean_radius,current_center_error,predicted_center_error,path_length,stall_steps,convoy_ratio,inside_final,radius_error_final,success_geom_final,success_no_collision,gmax_reach_time,eta_min,sigma_omega,k_t,r0,lambda_curl,scene,method,seed
False,28.05,0.7376447011142895,0.21847250859180029,True,89.14952718756172,2596.0457463308576,0.026089369969469887,72.66961561597317,0.013803383128224178,0.28317353820719676,0.001238993615447469,0.001238993615447469,145.81027893418383,0,0.0,True,2.516826461792803,False,False,28.6,0.1,5.0,0.9,1.5,0.3,s4_narrow_passage,M7,1
False,27.900000000000002,0.7386593662274616,0.22455076730686555,True,89.48349930734395,2626.451547306794,0.025534276991396057,72.58272414990097,0.013533193983793506,0.2838603147475747,0.0027662480663242684,0.0027662480663242684,146.26485097374626,0,0.0,True,2.516139685252425,False,False,28.650000000000002,0.1,5.0,0.9,1.5,0.3,s4_narrow_passage,M7,2
False,27.25,0.728036481517562,0.2263338561876591,True,97.48186888466586,3187.7646063507955,0.033721898417985015,72.51396344415366,0.013516535190798084,0.2839029547776424,0.00286668580951785,0.00286668580951785,155.464722839547,0,0.0,True,2.5160970452223577,False,False,27.900000000000002,0.1,5.0,0.9,1.5,0.5,s4_narrow_passage,M7,0
False,27.450000000000003,0.737396436747064,0.21466432600170068,True,97.11113629275087,3152.056000766427,0.03386067166250347,72.66951134903336,0.013803904617158266,0.2831724395310547,0.0012359376148338285,0.0012359376148338285,154.813818867414,0,0.0,True,2.516827560468945,False,False,28.25,0.1,5.0,0.9,1.5,0.5,s4_narrow_passage,M7,1
False,27.3,0.7377775127656283,0.2328046708014427,True,97.27457024476168,3157.447066347994,0.03358312517346656,72.6693675150787,0.0138040784396942,0.2831719745486849,0.0012347106684908328,0.0012347106684908328,155.03999820385292,0,0.0,True,2.516828025451315,False,False,28.1,0.1,5.0,0.9,1.5,0.5,s4_narrow_passage,M7,2
False,28.3,0.7282086360850728,0.1964025603328014,True,89.9024403297571,2635.4291374697827,0.027338329170135997,72.66927152012221,0.012705052465420927,0.27418366598573685,0.002136530917449733,0.002136530917449733,147.14958451548358,0,0.0,True,2.525816334014263,False,False,28.950000000000003,0.1,8.0,0.6,1.2,0.3,s4_narrow_passage,M7,0
False,28.55,0.7377952793991922,0.19507522828909163,True,90.13549187467532,2627.8922006310995,0.026228143213988343,72.67251640249802,0.012705253937742978,0.27418322002325074,0.002135515298829663,0.002135515298829663,146.89435196436,0,0.0,True,2.5258167799767492,False,False,29.400000000000002,0.1,8.0,0.6,1.2,0.3,s4_narrow_passage,M7,1
False,28.35,0.7387738713460028,0.193363955373458,True,90.49854832326929,2657.1907804026337,0.025950596724951428,72.61194917493933,0.012702130792006135,0.2741901149008387,0.0021513772533287867,0.0021513772533287867,147.29742213180367,0,0.0,True,2.5258098850991613,False,False,29.150000000000002,0.1,8.0,0.6,1.2,0.3,s4_narrow_passage,M7,2
False,27.8,0.7272767757538514,0.19714644023344255,True,98.169498478411,3205.7457260934793,0.03510963086316958,72.4828751198998,0.012699725341893177,0.2741954694333936,0.002163290995973987,0.002163290995973987,156.4084505660377,0,0.0,True,2.525804530566606,False,False,28.450000000000003,0.1,8.0,0.6,1.2,0.5,s4_narrow_passage,M7,0
False,27.8,0.7367391408548045,0.20146104498538078,True,98.4164323074043,3220.415831964585,0.034970857618651124,72.6054289634192,0.012701951802645156,0.2741905323023541,0.0021521363993436977,0.0021521363993436977,157.17881579964197,0,0.0,True,2.5258094676976457,False,False,28.6,0.1,8.0,0.6,1.2,0.5,s4_narrow_passage,M7,1
